年度,所管局№,所管局,施策分野№,施策分野,事業名,補助金名,補助金の概要,補助対象者№,補助対象者,予算額（千円）,所管部署,問い合わせ先,各局HPリンク
2025,15,産業労働局,10,観光,地域における観光まちづくりの支援,地域における観光まちづくり支援事業補助金,"補助金の目的：地域における観光まちづくりの取組を支援し、地域主導の自主的な活動を充実させ、観光を通じた地域の活性化を図る。
補助対象者　：東京観光財団
補助対象経費：観光活性化フォーラムの開催、観光人材育成支援事業経費
負担割合　　：10/10",3 ,政策連携団体,"18,631",産業労働局観光部振興課,03-5320-4768,
2025,15,産業労働局,10,観光,東京の多様性を活かした観光まちづくり推進支援事業,東京の多様性を活かした観光まちづくり推進支援事業費補助金,"補助金の目的：旅行者の多様なニーズに対応するため、その地域ならではの特性を活かした観光まちづくりの取組を支援し、東京の魅力向上を図る。
補助対象者　：区市（ただし、青梅市、福生市、羽村市、あきる野市を除く。）
補助対象経費：施設等整備事業（ハード事業）、広報･ＰＲ事業等（ソフト事業）  
負担割合　　：都1/2、区市1/2",1 ,区市町村,"145,000",産業労働局観光部振興課,03-5320-4768,
2025,15,産業労働局,10,観光,水辺のにぎわい創出事業,東京都観光情報発信事業補助金（水辺のにぎわい創出事業）,"補助金の目的：水辺の魅力を発信し、人々が集う、にぎわいのある水辺空間を創出する
補助対象者　：東京観光財団
補助対象経費：「GO TOKYO」での情報発信に関する経費
負担割合　　：10/10",3 ,政策連携団体,"20,900",産業労働局観光部振興課,03-5320-4768,
2025,15,産業労働局,10,観光,東京ライトアップ発信プロジェクト,"①東京都観光情報発信事業補助金（東京ライトアップ発信プロジェクト）
②ライトアップ等情報発信事業補助金","①
補助金の目的：広くライトアップの魅力を発信し、旅行者誘致に繋げる
補助対象者　：東京観光財団
補助対象経費：「GO TOKYO」での情報発信に関する経費
負担割合　　：10/10
②
補助金の目的：広くライトアップの魅力を発信し、旅行者誘致に繋げる
補助対象者　：東京観光財団
補助対象経費：ライトアップ等情報発信事業経費
負担割合　　：10/10",3 ,政策連携団体,"6,900",産業労働局観光部振興課,03-5320-4768,
2025,15,産業労働局,10,観光,東京プロジェクションマッピング促進支援事業,東京プロジェクションマッピング促進支援事業補助金,"補助金の目的：プロジェクションマッピング実施に係る総合相談窓口の設置
補助対象者　：東京観光財団
補助対象経費：所管行政機関や補助制度の案内、知見の提供、広報業務
負担割合　　：10/10",3 ,政策連携団体,"17,403",産業労働局観光部振興課,03-5320-4768,
2025,15,産業労働局,10,観光,多摩の観光・産業振興ネットワーク事業,多摩の観光・産業振興ネットワーク補助金,"補助金の目的：多摩地域の商工会等が実施する広域的な旅行者誘致の取組に対し、必要な補助金を交付することにより、多摩地域の観光振興を図る。
補助対象者　：東京都商工会連合会、商工会、商工会議所 (多摩地域)
補助対象経費：多摩地域において実施する広域的な旅行者誘致事業経費
負担割合　　：10/10",5 ,民間団体,"100,000",産業労働局観光部振興課,03-5320-4768,
2025,15,産業労働局,10,観光,アニメ等コンテンツを活用した誘客促進事業,アニメ等コンテンツを活用した誘客促進事業費補助金（区市町村）,"補助金の目的：地域が取り組むアニメ等のコンテンツを活用した誘客促進事業を支援
補助対象者　：区市町村
補助対象経費：施設・構造物等の建設・改修・整備に関する経費、情報発信等に関する経費、集客イベントに関する経費
負担割合　　：都2/3、区市町村1/3",1 ,区市町村,"120,000",産業労働局観光部振興課,03-5320-4768,https://www.sangyo-rodo.metro.tokyo.lg.jp/tourism/kakusyu/anime/
2025,15,産業労働局,10,観光,アニメ関連観光情報等発信事業,東京都観光情報発信事業補助金（アニメ関連観光情報等発信事業）,"補助金の目的：アニメ・マンガ関連施設やイベント情報等、都内全域のアニメ関連観光情報等を発信
補助対象者　：東京観光財団
補助対象経費：「GO TOKYO」での情報発信に関する経費
負担割合　　：都10/10",3 ,政策連携団体,"3,515",産業労働局観光部振興課,03-5320-4768,
2025,15,産業労働局,10,観光,ウェルカムカードの作成・配布等,ウェルカムカード作成等事業補助金,"補助金の目的：国内外から訪れる旅行者の受入体制の整備
補助対象者　：東京観光財団
補助対象経費：ウェルカムカードの作成・配布等に要する経費
負担割合　　：都10/10",3 ,政策連携団体,"202,935",産業労働局観光部受入環境課,03-5320-4802,https://www.tcvb.or.jp/jp/project/hasshin/welcome/
2025,15,産業労働局,10,観光,宿泊業活性化対策,東京都宿泊業活性化事業費補助金,"補助金の目的：旅行者の利便性や宿泊施設のサービスを向上
補助対象者　：宿泊業界団体
補助対象経費：国内外の旅行者の誘致及び受入体制整備のために行う事業
負担割合　　：都1/２ 補助事業者1/2",5 ,民間団体,"8,100",産業労働局観光部受入環境課,03-5320-4802,
2025,15,産業労働局,10,観光,ムスリム等多様な文化・習慣に関する受入環境整備,ムスリム及びベジタリアン旅行者受入対応に係るパンフレット作成等事業補助金,"補助金の目的：ムスリム及びベジタリアン旅行者受入対応に係るパンフレット作成
補助対象者　：東京観光財団
補助対象経費：ムスリム及びベジタリアン旅行者受入対応に係るパンフレット作成に要する経費
負担割合　　：都10/10",3 ,政策連携団体,"30,542",産業労働局観光部受入環境課,03-5320-4802,https://www.tcvb.or.jp/jp/project/hasshin/mv/
2025,15,産業労働局,10,観光,ドローンを活用したアクセシブル・ツーリズムの推進,ドローンを活用したツアー造成等支援補助金,"補助金の目的：ドローンを活用したアクセシブル・ツーリズムの推進
補助対象者　：東京都内に本社または主たる営業所を置く旅行事業者
補助対象経費：旅行商品の造成・販売・運営に係る経費
負担割合　　：都2/3 補助事業者1/3(上限500万円）",5 ,民間団体,"50,000",産業労働局観光部受入環境課,03-5320-4802,https://www.sangyo-rodo.metro.tokyo.lg.jp/tourism/kakusyu/drone-accessibletourism/
2025,15,産業労働局,10,観光,TOKYO旅館ブランド構築・発信事業,ＴＯＫＹＯ旅館ブランド構築・発信事業補助金,"補助金の目的：「旅館」の機能充実を通じた、東京の旅館ブランドの構築及び発信体制の強化
補助対象者　：①宿泊団体、②③都内において旅館を営む事業者を１者以上含む地域グループ
補助対象経費：①外国人旅行者に対する旅館の普及促進のため、その優れたイメージを海外に向けてブランドとして発信する体制を強化する事業、地域グループに対する助言指導等による支援事業、②外国人旅行者誘致を目的とした新たなサービスの提供や付加価値向上等東京の旅館ブランドの構築に資する事業、③人材育成（地域コンシェルジュ）に係る研修費用等
負担割合　　：①都10/10（2,000万円）、②都2/3 補助事業者1/3(上限１グループあたり1,000万円）、③都4/5 補助事業者1/5(上限１グループあたり360万円）",5 ,民間団体,"33,600",産業労働局観光部受入環境課,03-5320-4802,
2025,15,産業労働局,10,観光,都市観光支援事業,東京都地域振興事業補助金,"補助金の目的：地域観光振興事業を支援することで、観光振興や地域の活性化を図る。
補助対象者　：東京観光財団
補助対象経費：公益を目的とした地域振興事業の実施に関する経費
負担割合　　：都10/10",3 ,政策連携団体,"10,000",産業労働局観光部振興課,03-5320-4768,
